id,pos_id,word,ja
1423,2,egregious,実にひどい. 言語道断な. 著しい. 顕著な
1424,2,eight,8. 8つ. 8の
1425,2,eighteenth,第18（の）. 18分の1（の）
1426,1,eject,追い出す
1427,0,ejection,追放
1428,2,elaborated,精巧な 
1429,3,elaborately,念入りに
1430,0,elaboration,綿密な仕上げ. 精巧さ. 推敲. 苦心の作
1431,0,elan,猛進. 突進. 気力. 鋭気. 熱情
1432,1,elapse,時が経過する. 過ぎ去る. 経過
1433,2,eldest,最年長の
1434,3,electrically,電気で. 電気によって. 電撃的に
1435,0,electrician,電気技師（工･係）
1436,1,electrify,に電気を流す
1437,0,electrocardiogram,心電図（ECG）
1438,2,electromagnetic,電磁力の. （電磁力electromagnetic force）
1439,2,electrostatic,静電（気）の
1440,3,elegantly,エレガントに 
1441,0,elegy,エレジー. 挽歌. 悲歌. 哀歌
1442,2,elemental,自然の力による. 元素状態で存在する. 要素の. 元素の. 原理的な. 基本的な. 自然力の
1443,2,eleventh,（日付の）11日. 第11. 11番目の
1444,0,ellipsis,（文法）省略
1445,2,elliptical,楕円形の 
1446,0,elm,ニレ（花言葉は威厳）. ニレの木
1447,1,elongate,長くする
1448,0,eloquence,雄弁
1449,3,eloquently,雄弁に 
1450,0,elucidation,解明. 説明. 
1451,0,emancipation,奴隷解放. 解放. 解脱
1452,0,embankment,堤防. 土手
1453,3,embarrassingly,あきれるほどに 
1454,2,embattled,戦備を整えた. 布陣した. 敵（軍）に包囲された
1455,2,emblematic,象徴の
1456,0,embodiment,化身. 具体化
1457,1,embolden,励ます. 大胆にする
1458,1,embroil,（紛争など）に巻き込まれる. 巻込む. 混乱させる
1459,2,emergent,緊急の
1460,2,emeritus,名誉～. 名誉教授 
1461,1,emigrate,移住する
1462,0,emigration,（国外への）移住. 海外への移民. （集合的）移民
1463,3,eminently,大いに. 著しく. 抜きんでて
1464,0,emissary,密使. 特使. スパイ
1465,1,empathize,感情移入する. 共感する
1466,2,emphatic,断固たる
1467,3,emphatically,まったく. 強調して. 断固として. 断然. 力強く
1468,0,emporium,中央市場. 大商店
1469,0,empowerment,エンパワーメント. delegation of authority権限委譲. 2. 人びとに夢や希望を与え勇気づけること 
1470,0,emptiness,空. 空しさ. 空虚. 空腹. 無意味
1471,0,emu,（emu）エミュー. ダチョウ目の鳥の一種. オーストラリアの非公式な国鳥. ダチョウに次いで背が高い. 趾（あしゆび）は3本. 2. Economic and Monetary Union. 経済通貨統合（EU）
1472,0,enamel,エナメル. ほうろう. （陶器の）上ぐすり
1473,2,enamored,にほれて. 夢中になって
1474,0,encephalitis,脳炎
1475,0,encephalopathy,脳症
1476,2,enchanted,魅惑の 
1477,2,enchanting,魅惑的な
1478,0,enchilada,ボス. 重要人物. 大物. エンチラーダ. 肉を詰めたトウモロコシパン（メキシコ料理）
1479,0,encore,アンコール（を求める）. もう一度（の叫び）
1480,2,encyclopedic,百科事典的な. 知識の広い. 博学な. 博学の
1481,2,endangered,絶滅の危機に瀕した. 絶滅寸前の
1482,2,endearing,愛情のこもった 
1483,0,endearment,愛情を示す行為. 親愛. 愛情（表現）
1484,0,endgame,エンドゲーム 
1485,0,endocrine,内分泌の. 内分泌腺
1486,0,endoderm,内胚葉 
1487,2,enforceable,法的強制力のある 
1488,0,enforcer,執行者 
1489,1,engender,を生じさせる. 発生させる. 生ずる. 産む. 引き起こす. 生じる
1490,1,engrave,彫り込む
1491,0,enigma,解きにくいなぞ. 謎. なぞの人. 不可解なもの. なぞ
1492,2,enigmatic,謎めいた. 不可解な. 謎の
1493,0,enlargement,拡大. 拡張. 増補. 引伸し. 詳述
1494,1,enlighten,啓蒙する
1495,1,enliven,に活気を与える
1496,0,enmity,敵意. 悪意. 恨み. 憎しみ. 反目
1497,0,ennui,（仏語）倦怠. 退屈. 手持ちぶさた. アンニュイ
1498,0,enormity,極悪. 非道. 膨大なこと. 巨大さ
1499,1,ensconce,落ち着かせる. 隠す. 忍ばせる. 安置する. 定着させる
1500,0,ensign,旗. 国旗
1501,0,entanglement,もつれること
1502,2,enteric,腸の
1503,0,entering,入る 
1504,2,enterprising,積極的な
1505,2,enthralled,魅了 
1506,0,entourage,側近（attendants）
1507,0,entrant,新入者. （競技などの）参加者
1508,0,entrapment,おとり捜査. 罠（にかけること）. 絞扼（こうやく. （医）締め付け感）
1509,0,entree,出場. 入場（許可）. 入場権. 主要料理
1510,1,entwine,にからみつく. 絡み合わせる. 絡ませる. 絡まる
1511,1,enumerate,列挙する. 数える. 数え上げる. ～の一つ一つの名を挙げる. 列挙
1512,1,envelop,を覆い隠す. を包む. （ex. Fog enveloped the village. 霧がその村をすっぽり包んでいた）
1513,2,envious,うらやましそうな
1514,1,envisage,心に描く. 見る. 考える. 認識する. 予見する
1515,0,ephedrine,（医）エフェドリン. ぜんそく･かぜなどの薬
1516,2,ephemeral,一日の命の. 一日限りの. 短命な. 束の間の. はかない
1517,0,epicenter,中心. 中核. 震央（震源focus･hypocenterの真上の地表の1点）
1518,2,epidermal,表皮 
1519,0,epidermis,表皮
1520,0,epididymis,"精巣上体 （精子を蓄え, 精管へ送り出す精巣内の管）"
1521,0,epidural,硬膜外麻酔 
1522,0,epigram,警句. エピグラム. 寸鉄詩. 寸鉄的表現
1523,0,epilepsy,"てんかん. （=seizure. けいれん,てんかん,発作）"
1524,2,episcopal,聖公会（教派）
1525,2,episodic,エピソードの. 挿話的な. エピソードから成る
1526,0,epitaph,墓碑銘. 墓誌. 碑文
1527,0,epitome,抜粋. 梗概. 要約. 大要. 縮図. 典型. （論文などの）概略
1528,1,epitomize,典型的に示す. 概略を作る
1529,0,epoch,時代. 新時代を開くできごと. 銘記すべきできごと. 新しい時代のあけぼの. 新紀元
1530,0,eponym,名祖. 名前の由来となった名. 冠名 
1531,0,equator,赤道
1532,2,equestrian,馬術の. 馬の. 乗馬姿の. （名詞）乗馬者. 騎手
1533,0,equivalence,当量. 等価. 同意義. 同価値. 同等
1534,2,equivocal,疑わしい. 両義にとれる. 多義的な. 曖昧な
1535,0,eradication,根絶
1536,3,ergo,（ラテン語）（それ）ゆえに
1537,0,ergonomics,生物工学. 人間工学
1538,2,erosive,浸食性の 
1539,2,erratic,一定しない. 不安定な. 突飛な
1540,3,erroneously,誤って 
1541,2,ersatz,代用品. 模造品. イミテーション. 代用の
1542,3,erstwhile,昔の. いにしえの. かつての
1543,2,erudite,学識のある. 学問のある. 博学な. 衒学的な
1544,0,escalation,段階的拡大. エスカレーション
1545,0,escalator,エスカレーター
1546,0,escapade,脱線. とっぴないたずら. 脱出
1547,0,esophagus,食道
1548,2,esoteric,秘密の. 難解な. 奥義に達した. 深遠な
1549,0,esplanade,散歩道. エスプラネード
1550,1,espouse,採用する. 支持する. 結婚する
1551,0,esprit,（仏語）エスプリ. 機知. センス
1552,0,essayist,随筆家
1553,2,established,設立 
1554,0,esteem,尊重（する）. 重んじる. 尊ぶ
1555,2,esteemed,尊敬すべき 
1556,1,estrange,遠ざける. 引き離す. の心を離す. の仲を裂く. 疎遠にする
1557,0,estrus,発情（期） 
1558,0,estuary,広い河口. 河口域. 入江
1559,2,etched,エッチングされた 
1560,3,eternally,永遠に
1561,0,ether,エーテル
1562,2,ethereal,エーテルの. エーテルを含んだ. 天空の. 天上の. この世のものでない
1563,3,ethically,倫理的に 
1564,0,ethicist,倫理学者 
1565,3,ethnically,民族的には 
1566,2,ethnographic,民族誌の 
1567,0,ethos,（特定の民族･社会･時代･文化などの）気風. 精神. 思潮. エトス
1568,0,ethyl,（化学）エチル. エチル基 
1569,0,eucalyptus,ユーカリ. ユーカリ油
1570,0,eulogy,（時におどけて）賞賛の言葉. 賛辞. （特に追悼の）賛美
1571,0,euphoria,幸福（感）. 多幸. 上機嫌. 陶酔
1572,0,euthanasia,安楽死. 安死術. 安らかな死
1573,0,evangelist,福音伝道者. 伝道師. 巡回説教者. 俗人の伝道者
1574,0,evaporation,蒸発. 揮発. 気化
1575,0,evasion,言い逃れ. 回避. くぐりぬけ. 脱税
1576,2,evasive,回避する. 言い逃れの. 回避的な
1577,0,evergreen,いつまでも新鮮な. 常緑の. （装飾用の）常緑樹の枝. 常緑樹. ときわ木
1578,2,everlasting,永久の
1579,0,everyman,ごく普通の人 
1580,1,evince,はっきり表わす
1581,0,evocation,（感情・記憶などを）喚起すること（of）. （口寄せ・神降ろしの）呼び出し
1582,0,ewe,雌羊
1583,2,exalted,地位の高い. 高貴な
1584,2,exasperated,激怒した. いら立たせた. 悪化させた
1585,0,excision,切除術
1586,1,exclaim,叫ぶ. 大声で言う
1587,1,excoriate,の皮膚をすりむく. の表皮をむく. 激しく非難する
1588,0,excretion,排泄. 排出
1589,1,excruciate,苦しめる. 責めさいなむ. ひどく苦しめる
1590,0,executioner,死刑執行人. 殺し屋. 遂行者
1591,0,exegesis,説明. 解説. 解釈
1592,0,exemplar,手本. 模範. 典型. 見本. 標本. 謄本
1593,2,exemplary,模範的な. 称賛に値する. 見上げた. りっぱな. 見せしめの. 戒めの
1594,1,exhale,吐き出す. 発散する. 息
1595,2,exhausting,疲れはてさせる
1596,0,exhortation,勧告. 熱心な勧め
1597,0,exhumation,発掘 
1598,2,existential,実存の. 存在に関する
1599,2,existing,生存する. 存在する. 現存する. 現在の
1600,1,exonerate,免除する. の容疑を晴らす. 解放する
1601,2,exorbitant,ばか高い. 途方もない. 法外な
1602,0,expanse,～の広がり. 天空. 膨張. 拡張. 広がり
1603,1,expatriate,追放された. 国外に追放された. 国外在住の
1604,2,expected,期待 
1605,0,expediency,便宜. 好都合. （けなして）ご都合主義. 利己主義
1606,2,experienced,経験を積んだ. 経験を持った
1607,0,expiration,満了. 満期
1608,2,expiratory,呼気の 
1609,0,expletive,補足的な. 単に補足的な. 附（つけたり）の
1610,0,exponent,解説者. 指数. 説明者. 解釈者
1611,0,exporter,輸出業者. 輸出の
1612,1,expound,説明する. 明細に説く. 解釈する. 述べる
1613,2,expressed,表明 
1614,0,expressionism,表現主義
1615,0,expressionist,表現主義 
1616,3,expressly,明白に
1617,0,expressway,高速道路
1618,3,exquisitely,優雅に. 見事に. 絶妙に
1619,2,extant,（古文書. 記録などがまだ）現存している. 現存の. 実在の. 今なお失われずに残っている
1620,2,extended,伸ばした. 延長した
1621,0,extermination,絶滅. 根絶. 駆除. 皆殺し
1622,0,externality,外界. 外観. 外的影響. 外部効果. 外面（性）. 客観性. 形式主義. 予期せぬ結果
1623,3,externally,外部から 
1624,2,extinguished,鎮火した 
1625,1,extol,賞賛する. ほめたたえる. 賞揚する. 激賞する
1626,0,extortion,無理強い. 強奪. 揺すり. 強要. ゆすり
1627,2,extracurricular,課外の
1628,1,extradite,送還する. 引き渡す
1629,0,extradition,（犯人）引渡し
1630,2,extramarital,婚外性交の
1631,2,extraneous,異質の. 無関係な. 外来の. 外側の. 無関係の
1632,0,extrapolation,外挿（法）. 補外（法）. （数）外挿法. （未知の事柄を）既知の事柄から推定すること
1633,2,extraterrestrial,地球外の. 宇宙からの
1634,0,extravagance,浪費. 濫費
1635,0,extravaganza,派手なもの. （豪華な）ミュージカル映画
1636,0,extremism,過激主義
1637,0,extremity,窮地. 先端. 極度
1638,1,exude,（汗など）にじみ出る. 発散する
1639,0,eyeglass,めがねのレンズ
1640,0,eyesight,視力
1641,0,eyewitness,目撃者. 目撃する
1642,2,fabled,伝説的な. 作り話の. 虚構の. 架空の
1643,3,fabulously,途方もなく 
1644,0,facade,ファサード. 建物正面の壁面. （比喩的に）外見. 見せかけ. 正面
1645,2,faceless,顔のない 
1646,2,facetious,冗談の. 滑稽な. ひょうきんな. 愉快な
1647,2,facile,愛想のよい. 手軽な. 容易な. 骨の折れない. たやすく得られる
1648,0,facsimile,ファクシミリ（で送る）. 複写（する）. 複製. 模写
1649,3,faintly,かすかに
1650,0,fairytale,童話 
1651,0,falsehood,うそ
1652,1,falsify,反証をあげる. 偽る
1653,2,fanatical,狂信的な
1654,0,fancier,（花･鳥･犬などの）愛好家. （商業的）飼育者
1655,2,fanciful,想像力に富む. 気まぐれな. 空想的な. 非現実的な
1656,0,fanfare,ファンファーレ. 虚勢
1657,0,fang,"fang（犬歯由来の牙, 犬･オオカミ･虎･ライオン. ヘビやクモの牙も）  cf. tusk（切歯由来の牙,象･イノシシ･セイウチ･カバ等）  "
1658,0,fanny,（俗）お尻
1659,1,fantasize,空想する
1660,2,faraway,遠方の
1661,1,farrow,一腹の豚の子. （子を）生む
1662,0,fart,おなら. いやな奴. 屁を放る
1663,3,farthest,最も遠くに. 最も遠く
1664,0,fascicle,分冊 
1665,0,fascism,ファシズム
1666,3,fatally,致命的に. 運命的に
1667,2,fateful,決定的な
1668,2,fatuous,（ひとりよがりで）愚かな. 無意味な. まぬけの. 頭がからっぽの. 愚鈍な. ばかの. 低能の
1669,0,fatwa,イスラム教における布告･見解
1670,0,faucet,（水道などの）じゃ口. コック. 飲み口. 蛇口. 水道栓
1671,0,fauna,（地方または一時代の）動物群. 動物区系. 動物相
1672,0,favoritism,偏愛. えこひいき
1673,0,favour,favorの英国綴り
1674,0,fawn,じゃれつく. 子鹿
1675,2,fearless,恐れを知らない
1676,2,fearsome,恐ろしい 
1677,2,feathered,羽毛状の 
1678,2,febrile,熱病の. 熱からおこる
1679,2,fecal,糞便の 
1680,0,fecundity,肥沃. 多産. 生産力. 生産性. 生殖能力
1681,0,federalism,連邦主義（制度）
1682,2,federated,連合 
1683,2,feeble,かよわい. 弱々しい
1684,0,feeder,飼養する者. 食べる人. 餌入れ. ほ乳瓶. 原料供給装置. 給電線. 支線
1685,1,feign,のふりをする. を装う. だと見せかける
1686,2,feisty,怒りっぽい. 短気な. 高慢な. 元気のいい. 攻撃的な
1687,2,feline,ネコ科の. 猫のような. おとなしい. そつがない. 狡猾な. ずるい
1688,0,fella,"fellow,ヤツ"
1689,0,fender,フェンダー. 緩衝装置. 泥除け
1690,2,feral,野生の. 野にいる. 野生化した. 野獣のような. 凶暴な
1691,0,fern,シダ
1692,0,ferocity,獰猛さ. 狂暴な行為
1693,2,fervent,熱烈な. 誠意を込めた. 強烈な. 熱い. 焼ける. 燃える
1694,0,fester,（悲しみなどが）うずく. 痛む. 苦しめる. ただれる. （傷などが）膿む. 腐る
1695,2,festive,お祝いの. 陽気な
1696,0,festoon,花づな. 花綱（で飾る）
1697,0,fetter,束縛する. 足かせ. 足鎖. 束縛. 拘束
1698,2,feverish,熱のある. 熱病の（多い）. 熱狂的な
1699,3,feverishly,無我夢中で 
1700,2,fewest,最少の 
1701,0,fiance,（仏語）（男の）婚約者
1702,0,fib,罪のないうそ（をつく）. めった打ち
1703,0,fiberglass,ファイバーグラス. 繊維ガラス. ガラス繊維. 繊維ガラスを用いる. 繊維ガラスで作る
1704,2,fickle,気紛れな. 移り気な
1705,2,fictitious,架空の. 偽の. 創作上の. 虚構. 虚偽. 架空
1706,2,fiddling,つまらぬ. ささいな. わずかな（a fiddling sum of money）
1707,1,fidget,そわそわする. いじくり回す. 気をもむ
1708,0,fiduciary,信用上の. 信託の. 受託者. 被信託者
1709,0,fiend,"悪魔（=devil,daemon,Satan,fiend）"
1710,2,figurative,比喩的な（=metaphorical）
1711,3,figuratively,比喩的に
1712,0,figurine,（陶器. 金属などの）装飾用小立像
1713,0,filet,（仏語）ヒレ. 牛･ぶたの腰から背にかけての上等な肉
1714,0,filibuster,（長い演説などによる少数派の）議事進行妨害. 議事妨害者
1715,0,filler,"filler 詰める人（もの）, （重さ･量などを増すための）混ぜ物,詰め物. 充填材,注入器"
1716,0,fillet,"ヒレ肉（肋骨と腰骨の間の最上肉）. 2. （魚肉の骨なしの）切り身. 3. 鉢巻き 
"
1717,0,filling,注入
1718,0,finalist,決勝戦出場選手. 最終候補者. 目的因論者. 目的論の
1719,0,finch,フィンチ. ヒワ. ウソの類
1720,0,finder,発見者. （カメラなどの）ファインダー. 探知器
1721,0,finesse,策略. 技巧. 策略を用いる（発音（finess））. 巧妙な処理. 術策
1722,0,fingernail,指の爪
1723,0,fingertip,指先. いつでも使える
1724,2,finished,完成した. 仕上がった. 洗練された
1725,1,fink,密告者（アメリカのスト破りの名から）
1726,0,fir,"樅（モミ）の木,材. （cf. Douglas-fir米松）"
1727,0,fireball,火の玉. （核爆発で生じる）火球. 精力家. 2. （野球）速球
1728,0,firehouse,消防署 
1729,0,firepower,火力 
1730,0,firestorm,抗議の嵐 
1731,0,firewall,ファイアウォール
1732,3,firstly,まず第一に
1733,0,firth,河口. 入り江. 湾
1734,2,fishy,魚臭い. いかがわしい
1735,0,fissure,裂け目. 割れ目. 亀裂. ひび. 分裂
1736,0,fitch,ケナガイタチ. ケナガイタチの毛で作った絵筆. ケナガイタチの毛皮. フィッチ
1737,2,five,5. 5つ. 5の
1738,0,fives,（UK英）ファイブズ（ハンドボールに似た球技）
1739,2,fixated,執着 
1740,1,fizzle,（最初はうまくいくが）失敗に終わる. しくじる. 弱く消えてしまうようにシューシューと音を出す
1741,0,flack,不平. 批判. 異議. 苦情. （cf. frack. 高圧水で岩を砕く）
1742,0,flagging,たれ下がる. だれぎみの. 減少ぎみ. 敷石舗装
1743,2,flagrant,言語道断の. 極悪の. 目に余る. はなはだしい. 紛れもない. 名うての
1744,0,flagship,最も重要なもの. 旗艦
1745,0,flagstaff,旗ざお
1746,1,flail,殻竿（で打つ）. からざお
1747,0,flak,対空砲. 対空射撃. 矢継ぎ早の批難
1748,2,flaky,フレーク（薄膜）状の. はがれやすい. ひどく変わった
1749,0,flamenco,フラメンコ（ラテン系の情熱的なダンス）
1750,2,flaming,燃立つ. 熱烈な
1751,0,flamingo,フラミンゴ（鳥）
1752,0,flannel,フランネル（製の）
1753,2,flashy,一時の. 服装などが派手な
1754,1,flatter,にへつらう. 喜ばせる. おせじを言う. にこびる. おべっかを使う. を得意がらせる. を嬉しがらせる. お世辞を言う
1755,0,flattery,おせじ
1756,1,flaunt,見栄を張る. 誇示（する）. 見せびらかす. （旗など）が翻る
1757,2,flawless,傷のない. 無きずの
1758,2,flimsy,薄っぺらな. もろい. 複写紙
1759,1,flinch,しりごみする. たじろぎ. ひるむ
1760,0,flint,非常に堅い物. ライターの石
1761,0,flirtation,（男女の）ふざけ. いちゃつき. 浮気
1762,0,floodplain,氾濫原. 洪水であふれた原野 
1763,0,floret,小花 
1764,0,floss,（歯間を）デンタルフロス（dental floss）で磨く（掃除する）. 絹綿. 繭のけば. 繭綿
1765,2,flourishing,繁栄している 
1766,1,flout,侮辱（する）. 馬鹿にする
1767,0,flowchart,フローチャート 
1768,0,flue,引き網. 煙突. 排気筒
1769,0,fluke,思わぬ幸運. まぐれ当り. フロック. 2. カレイ. ヒラメ. 3. 吸虫. ジストマ
1770,2,flushed,紅潮した. 赤くなった. 酒･勝利･誇りなどで上気して. 意気揚々として. （cf. flash） 
1771,2,flustered,おろおろする 
1772,1,flutter,はためく. ひらひら舞う. どきどきする. 動揺. おののき. パタパタ. ヒラヒラ. はためく音
1773,0,foal,（foʊl）. 子馬. 雌の子馬
1774,2,focused,集中した 
1775,0,fodder,まぐさ（馬草）. にまぐさを与える
1776,2,foggy,霧がかかった. 霧の深い. 霧の多い
1777,0,foible,弱点. 短所. 欠点
1778,0,folding,折り畳みの
1779,2,folksy,庶民的な
1780,1,foment,（不和･反乱など）を助長する. 扇動する. に湿布する. 醸成する. （患部）を蒸す
1781,3,fondly,優しく
1782,0,foodstuff,食料品
1783,2,fooling,だます 
1784,3,foolishly,ばからしくも. 愚かにも
1785,0,foolishness,愚かさ 
1786,0,footer,フッター（脚注）
1787,0,foothill,山すその丘陵. 山麓地帯
1788,0,foothold,足場. 拠点. 地盤. よりどころ. 立脚点
1789,0,footing,（しっかりした）基礎. （確固たる）地位. 足がかり. 足場. 加算. 総計
1790,0,footpath,（歩行者用の）小道. 歩道
1791,0,footwear,履き物
1792,0,forage,食糧を徴発する. 飼料. 飼い葉. 餌あさり
1793,2,forced,無理に作った. 強制的な. こじつけた. 見せかけの
1794,3,forcefully,力強く 
1795,3,forcibly,強制的に
1796,0,fore,全面
1797,0,forearm,前腕（ひじから手首まで）. あらかじめ武装する. 備える
1798,0,forebear,祖先
1799,0,forebrain,前脳 
1800,0,forecaster,予報 
1801,1,foreclose,除外する. 排除する. 締め出す
1802,0,foreclosure,抵当流れ
1803,0,forefather,祖先（ancestor）
1804,2,foregone,以前の. 既往の. 既成の
1805,0,foreground,（風景･絵画の）前景. 最前面. 表面. 最も目立つ位置
1806,0,forehand,フォアハンド. 上位. 前位. 前打ち. 馬体の前部. 優位. 最前部の. 先頭の. 前の. 前方の
1807,2,foreseeable,予知できる
1808,1,foreshadow,（将来の事などを）あらかじめ示す. 予示する. （～の）前兆となる
1809,0,foresight,先見. 先見の明
1810,0,foreskin,陰茎の包皮. 2. （植）種子の包皮
1811,1,forestall,だしぬく. 未然に防ぐ
1812,2,forested,森林に覆われた 
1813,0,forestry,林学. 林業
1814,0,foreword,はしがき. 序文
1815,2,forfeited,没収 
1816,0,forfeiture,没収
1817,0,forgery,偽造. 偽物. 捏造. いんちき. 偽造罪
1818,2,forgettable,忘れられがちな 
1819,2,forlorn,見捨てられた. みじめな. 絶望した. 孤独な. よるべのない
1820,0,formalin,ホルマリン
1821,0,formality,形式的なこと. 堅苦しさ. 几帳面さ. 手続き. 儀礼的行為
1822,1,formalize,儀式張る. 一定の形を与える. 形式化する. 正式なものとする. 正式なものにする. 正式に承認する. 明確な形にする
1823,2,formalized,形式化された 
1824,0,formative,"形成した. 造形の. 構成する. 形成･発達（期）の. （文法）接辞,形態素"
1825,2,formulaic,公式の 
1826,1,forsake,をやめる. 捨てる. を放棄する
1827,2,forthright,率直な. 率直に
1828,2,fortuitous,偶然の. 思いがけない. 幸運な
1829,0,fosse,堀. 溝. 運河
1830,2,fourfold,4重の（に）. 4倍の（に）
1831,0,fowl,（fάʊl）. ニワトリ. 鶏
1832,0,foyer,休憩室. ホワイエ. ロビー. 玄関の広間
1833,2,fractional,分数の
1834,0,fragility,もろさ. 脆弱さ
1835,0,fragrance,芳香
1836,2,fragrant,においのよい. 芳香性の
1837,2,frail,こわれやすい. もろい. 虚弱な. か弱い. 意志薄弱な. はかない
1838,0,frailty,弱さ
1839,0,framing,骨組み 
1840,0,franc,フラン（フランスなどの通貨単位）
1841,3,frantically,狂ったように
1842,2,fraught,伴った. 充満した. 伴う. 悲惨な. 悩んでいる
1843,2,freakish,気まぐれな
1844,0,freedman,（奴隷から解放された）自由民
1845,2,frenetic,逆上した. 熱狂的な
1846,2,frenzied,逆上した. 熱狂的な
1847,0,fresher,新鮮 
1848,0,freshness,はつらつさ. 新しさ. 新鮮味. 生々しさ. 鮮明
1849,2,fricative,（子音が）摩擦で生ずる. （文法）摩擦音
1850,0,friendliness,好意. 親切. 親善. 親睦. 友情
1851,0,fright,恐怖. 驚き. （cf. flight飛行. fright恐怖）
1852,2,frigid,寒さの厳しい. 極寒の. 冷淡な
1853,0,frisson,（興奮･喜びなどによる）身ぶるい. スリル
1854,0,frolic,浮かれ騒ぎ. 陽気に騒ぐ. 陽気. ふざけ戯れること. 大浮かれ. 歓楽. 浮かれ騒ぎの宴会. 陽気な集まり
1855,0,frond,葉状体. （シダ･海そうの）葉. （cf. foliage. leaf. needle. blade. frond）
1856,0,froth,を泡立たせる. 泡. 泡を立てる. あわ. あぶく. を泡で覆う
1857,1,frown,"顔をしかめる. 難色を示す. 眉をひそめる. しかめ面. 不満,怒りを表す"
1858,2,frozen,凍らせた. 凍結した. 冷凍の. freezeの過去分詞
1859,2,frugal,節約する. 倹約な. 質素な. つましい
1860,2,fruitful,たくさん実のなる. 実り豊かな
1861,2,fruitless,無益な
1862,2,frustrated,欲求不満の 
1863,0,fulfillment,"充足感. 達成感,実現（主に米）"
1864,1,fumble,不器用に手で捜す. 手探りする. 探し回る. いじくり回す. 口ごもる
1865,1,fume,蒸発する. 煙. 蒸気. 煙霧. 熱気. 怒気. 煙を出す. をいぶす
1866,0,fundamentalism,根本主義. 原理主義
1867,2,funerary,葬式の
1868,2,funicular,ケーブルカー. 鋼索鉄道. ロープによる. ロープの. 索状の. 珠柄の. 吊り重り作用の
1869,3,furiously,猛然と
1870,0,furor,熱狂. 興奮. 大騒ぎ. 激情. 激怒. 激しい怒り（fury）. 熱狂的賞賛. 熱狂的流行
1871,2,furry,毛皮のような. あわただしさ
1872,2,fussy,気むずかしい. 凝った
1873,0,futility,無益. waste. 無駄なこと. 無益なこと
1874,0,gable,切妻
1875,0,gadfly,（家畜にたかる）ウシアブ. （批判したり要求したりして）うるさい人
1876,0,gaffe,（特に社交･外交上の）失敗. へま
1877,0,gage,質. 抵当
1878,0,gale,強風. 疾風. 突発
1879,2,gallant,勇ましい. 勇敢な. 雄々しい
1880,0,gallbladder,胆嚢（胆汁をたくわえる）
1881,0,galley,ガレー船（ギリシア･ローマの軍船） L. galaia大きな船
1882,2,galling,摩耗 
1883,1,gallop,ギャロップ. 馬の駆け足（4足とも宙に浮く全力走行）. （cf. trot. canter. gallop）
1884,2,galore,ふんだんに
1885,1,galvanize,電気治療する. 急に刺激する. 亜鉛メッキする
1886,0,gambit,手初め. 開戦の手. 手始め. いとぐち. 切出しのことば. 話題. 策略. 作戦
1887,0,gamete,（生物）配偶子. 生殖体（高等動物の卵と精子の総称）
1888,0,gamut,全領域. 全範囲. 全音階
1889,0,ganglion,（gˈæŋgliən）（複. ganglia）. 神経節. ガングリオン. 結節腫（主に手首にできる良性の嚢腫）. 2. 知的･産業的活動の）中心. 中枢
1890,0,gangsta,ギャングスタ（テレビアニメ名） 
1891,2,gaping,ぽかんと 
1892,0,garb,服装
1893,2,garish,ぎらぎら光る. けばけばしい. 派手な. ごてごて飾りたてた
1894,0,garnish,飾り. （料理の）つま. 差押える. 装飾. 装飾物. 飾り物. 付け合わせ. ソース. 修飾. あや
1895,0,garret,屋根裏部屋. 最上階の部屋. （=. attic. garret. loft）
1896,2,gaseous,ガスの
1897,0,gasket,パッキン. ガスケット
1898,0,gat,ピストル. ガン. 銃. はじき. 火器. 銃で武装する. （内陸に入り込んだ）水路
1899,0,gatekeeper,門番. 踏切番
1900,2,gaudy,けばけばしい. はでな
1901,0,gazette,新聞
1902,0,geezer,変な老人. 頭のおかしいオイボレ
1903,0,genealogy,系図（学）. 家系. 血筋. 系統. 系譜. 血統. 系統学
1904,0,generality,一般的な考え
1905,2,generational,世代間の
1906,3,generically,一般的に 
1907,0,geneticist,遺伝学者
1908,2,genial,温暖な
1909,0,genie,"童話で,人間の姿になって願い事をかなえてくれる精霊. 魔神（A devil. Satan）. コーランにあり,人間や動物の形で人類に影響するとイスラム教徒に信じられている精神（=jinn）"
1910,0,genitals,外性器. 性器. 生殖器
1911,2,gentile,異邦人
1912,0,gentry,紳士階級. 連中
1913,2,geologic,地質学の
1914,0,gerbil,アレチネズミ. スナネズミ 
1915,2,geriatric,老人（病）学. 老人の. 老人向けの. 老人病の. おいぼれた
1916,1,germinate,（種子など）が芽を出す. 成長する. 発生する. 発生させる. 芽を出す
1917,0,germination,発芽
1918,0,gerund,（文法）動名詞
1919,2,ghastly,青ざめた. 恐ろしい
1920,2,ghostly,幽霊の
1921,0,gibberish,ちんぷんかんぷん
1922,0,gibbon,ギボン. テナガザル
1923,2,gilt,金メッキする. 金の. 金箔の
1924,0,gingerbread,ショウガ風味のケーキ. 安ぴか物（飾り）
1925,0,gingham,ギンガム（棒じまなどの綿布）
1926,0,giro,郵便振替 
1927,2,given,任意の. ある. 特定の. と仮定すると. if
1928,0,giver,与える人. 贈与者. 寄贈者
1929,2,glacial,冷淡な. 氷河の
1930,0,gladiator,剣闘士
1931,0,glassware,ガラス製品. ガラス器具類. ガラス製
1932,1,glaze,ガラスをはめる. つや出し
1933,2,glazed,ガラス張りの 
